customerID,SeniorCitizen,Partner,tenure,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,StreamingTV_No internet service,StreamingTV_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3863-IUBJR,0,1,-0.7159958846141642,0,-0.3829026891774223,-0.6985193109682493,1,0,0,0,0,0,0,1,0,1,0,0
7649-SIJJF,0,1,1.609517600653861,1,0.5166405998417967,1.458937994313353,0,0,0,0,1,0,0,0,0,0,0,1
9361-YNQWJ,0,0,1.3219099257973914,1,-1.3776717327998103,-0.2992238971999184,0,0,1,1,0,1,0,1,0,0,1,0
3748-FVMZZ,0,0,-1.1432987158294905,1,-0.35637551468082507,-0.9341205945079651,0,0,0,0,0,0,0,0,0,0,1,0
9391-TTOYH,0,0,-0.3626493126476446,1,-1.484800706728375,-0.7983155841889024,0,0,1,1,0,1,0,0,0,0,0,1
1452-XRSJV,0,1,-0.00930274068112481,0,-0.4713266041660791,-0.09411530647270375,0,0,0,0,1,0,0,0,0,1,0,0
3422-WJOYD,0,1,-0.15721525917873777,0,0.057856517842958796,-0.37633819631691656,0,0,0,0,1,0,0,0,0,0,0,1
8242-SOQUO,0,0,-1.102211905135709,1,0.6730829109755742,-0.8326033154701085,0,1,0,0,0,0,1,0,0,0,1,0
7460-ITWWP,1,1,0.5412605226155454,1,0.7206957882771583,0.6981872305780223,0,1,0,0,0,0,0,0,0,0,1,0
7147-AYBAA,0,0,0.2125660370652945,1,0.18505091863433404,0.12074565055199683,0,1,0,0,0,0,0,0,0,0,0,1
7868-TMWMZ,0,1,1.5109092549887855,1,1.0298393987567314,1.9368260070673056,0,1,0,0,1,0,1,0,1,0,1,0
4822-RVYBB,1,0,-0.978951473054365,1,-0.023765557531186043,-0.6442193710177678,1,1,0,0,0,0,1,0,0,0,1,0
6732-FZUGP,0,0,0.6234341440031081,1,1.0199767313156891,1.0308267651954373,0,1,0,0,1,0,1,1,0,1,0,0
8436-BJUMM,0,1,-0.2393888805663005,1,0.6407741728066418,-0.09208540217548954,1,1,0,0,0,0,1,0,0,0,1,0
4184-TJFAN,1,1,-1.184385526523272,1,0.795516024036791,-0.8850057361862375,1,1,0,0,1,0,1,0,0,0,0,1
8329-GWVPJ,0,1,0.7466945760844522,1,0.17824907901982237,0.5641473544304504,0,1,0,0,0,0,0,0,0,0,0,0
1352-VHKAJ,0,1,-0.19830206987251914,0,0.22756241622503437,-0.142171084291537,0,0,0,0,0,0,1,0,0,0,0,0
4145-UQXUQ,1,0,-0.978951473054365,1,-0.5077164461037184,-0.6836921839277277,1,1,0,0,0,0,1,0,0,0,1,0
2632-TACXW,0,1,1.2397363044098286,0,-1.4303859898122788,-0.38061864668278145,0,0,1,1,0,1,0,0,0,0,0,0
8146-QQKZH,0,1,1.609517600653861,0,0.5761566964687771,1.6085331153471862,0,1,0,0,1,0,1,0,1,0,0,0
1767-CJKBA,0,0,1.4040835471849542,1,-1.353865294149018,-0.25664003531270624,0,0,1,1,0,1,0,0,0,0,0,1
6445-TNRXS,0,0,1.486257168572517,1,1.6933588531523822,2.458202512971359,0,1,0,0,1,0,1,0,1,0,0,0
4581-LNWUM,0,0,-0.7735174195854582,0,-0.5359440805039436,-0.7192375733061208,0,0,0,0,0,0,1,0,0,0,1,0
4869-EPIUS,0,1,0.9932154402471404,1,0.5438479582998452,1.005342640594541,0,1,0,0,0,0,0,0,0,0,1,0
9948-YPTDG,0,1,0.2536528477590759,1,0.4945346210946328,0.32380227280485363,1,1,0,0,1,0,0,0,0,0,1,0
1236-WFCDV,1,0,-0.7324306088916769,0,0.8686357998927957,-0.44709801241654845,1,1,0,0,0,0,1,0,0,1,0,0
1915-OAKWD,0,0,-0.6502569875041141,1,-1.5511186429698676,-0.8467905813734646,0,0,1,1,0,1,0,1,0,0,0,0
7296-PIXQY,0,1,-0.7488653331691895,0,0.17994953892345028,-0.5440038784313856,0,1,0,0,0,0,0,0,0,0,1,0
4883-QICIH,0,1,0.007131983596387677,1,0.16464539979079806,0.030282524263100526,1,1,0,0,0,0,0,0,0,0,0,0
3354-OADJP,0,0,-0.978951473054365,0,-0.3624971703338861,-0.8082223997263938,0,0,0,0,1,0,0,1,0,0,0,0
3524-WQDSG,0,1,0.4590869012279827,1,1.1696172028349539,0.8519745452691461,0,1,0,0,0,0,1,0,0,0,0,0
0810-DHDBD,0,0,0.8288681974720149,0,0.3091844915991792,0.7053360239725597,0,0,0,0,1,0,1,0,0,1,0,0
4026-SKKHW,0,0,-1.184385526523272,1,-0.4985339626241272,-0.9385996224681225,0,0,0,0,0,0,0,0,0,0,0,1
2829-HYVZP,0,0,-0.8721257652505335,1,-1.5341140439335876,-0.7533046628158906,0,0,1,1,0,1,0,1,0,0,0,1
8329-IBCTI,0,0,-1.2665591479108347,0,-1.5392154236444715,-0.9971358844301815,1,0,1,1,0,1,0,0,0,0,0,1
1271-SJBGZ,1,0,-0.8146042302792396,1,-0.290737762400784,-0.7732727431308787,1,0,0,0,0,0,0,0,0,0,1,0
3845-JHAMY,0,0,-0.6502569875041141,1,-1.000169634194391,-0.7619096919019075,0,0,0,0,0,0,0,0,0,1,0,0
7013-PSXHK,0,0,0.3358264691466386,1,0.538746578588961,0.41011733379074683,0,0,0,0,0,0,1,1,0,0,0,1
5669-SRAIP,0,0,-1.102211905135709,0,-0.8641328419041501,-0.9128065993872153,1,0,0,0,0,0,0,0,0,0,1,0
5981-ITEMU,0,0,0.3358264691466386,1,1.0947969670753213,0.6300089232041957,1,1,0,0,0,0,1,0,0,0,1,0
3486-NPGST,0,0,0.17147922637151314,0,-1.5426163434517275,-0.7318803468094227,0,0,1,1,0,1,0,1,0,0,0,1
6941-PMGEP,0,0,-1.102211905135709,1,0.5132396800345408,-0.8237776446126551,1,1,0,0,0,0,0,0,0,0,1,0
1624-WOIWJ,0,0,-0.8967778516668024,1,0.6730829109755742,-0.6386371342004287,1,1,0,0,0,0,1,0,0,0,1,0
2074-GKOWZ,0,1,-1.2254723372170533,1,0.7121934887590187,-0.9239269446676064,1,1,0,0,0,0,1,0,0,0,0,0
0376-YMCJC,0,0,-0.3626493126476446,1,0.8737371796036795,-0.148304925537467,1,1,0,0,0,0,1,0,0,0,1,0
6100-FJZDG,0,1,-0.2393888805663005,1,-1.5256117444154476,-0.7825617617083482,0,0,1,1,0,1,0,1,0,0,0,0
4829-ZLJTK,1,1,1.6506044113476424,1,1.6151376975854939,2.545135370917274,0,1,0,0,1,0,1,0,1,0,1,0
1730-VFMWO,0,1,0.0893056049839504,1,-0.5002344225277551,-0.20474509067088087,0,0,0,0,0,0,0,0,0,0,0,0
7143-BQIBA,0,0,-0.8967778516668024,0,-0.09042358575340396,-0.7353223584438294,0,0,0,0,1,0,1,0,0,0,1,0
3800-LYTRK,0,0,-0.7488653331691895,0,-0.31318383312867365,-0.6549204969324299,0,0,0,0,1,0,0,1,0,0,0,1
0634-SZPQA,0,0,-0.3626493126476446,1,0.9621610945923365,-0.04831007472252105,1,1,0,0,1,0,1,0,0,0,0,0
9646-NMHXE,0,1,0.6234341440031081,1,-1.5392154236444715,-0.5763940904782393,0,0,1,1,0,1,0,0,1,0,0,1
7030-NJVDP,0,1,-0.3215625019538632,1,0.8278247622057233,-0.030482219590465553,0,1,0,0,1,0,0,0,0,0,1,0
5536-RTPWK,0,1,0.7056077653906708,1,1.161114903316814,1.136072890170568,1,1,0,0,0,0,1,0,0,0,0,0
8883-GRDWQ,1,0,-0.4859097447289887,1,-0.3709994698520262,-0.5398558131283825,0,0,0,0,1,0,0,1,0,0,0,1
6166-ILMNY,0,0,-1.1432987158294905,0,-0.33562990385656355,-0.9420195699253856,1,1,0,0,0,0,0,0,0,0,0,0
3097-NNSPB,0,0,-1.2254723372170533,1,-0.5393450003111996,-0.9656061752919297,1,1,0,0,0,0,0,0,0,1,0,0
7771-ZONAT,0,0,-0.025737464958637442,1,-0.27747417515248546,-0.4299982751302327,0,0,0,0,0,0,1,0,0,0,0,0
0655-RBDUG,0,0,-1.0200382837481463,1,0.3176867911173193,-0.6911719399794194,1,1,0,0,0,0,1,0,0,0,0,0
2111-DWYHN,0,0,-1.2665591479108347,0,-1.4899020864392591,-0.9964960232930162,0,0,1,1,0,1,0,0,0,0,0,1
4194-WHFCB,0,1,1.1164758723284844,1,1.0046725921830368,1.4569080900161389,0,1,0,0,0,0,0,0,0,0,0,0
4121-AGSIN,0,1,0.3276091070078822,1,-0.3829026891774223,-0.34480848717866464,0,0,1,1,0,1,0,1,0,0,1,0
4361-BKAXE,0,0,0.37691327984041995,1,1.6865570135378702,0.9920820701312172,1,1,0,0,1,0,1,0,0,0,0,0
9845-PEEKO,1,0,1.1164758723284844,1,0.48603232157649273,1.0198388049779081,0,1,0,0,0,0,0,0,1,0,1,0
0455-XFASS,0,1,-1.184385526523272,1,0.15784356017628592,-0.917462140764522,0,1,0,0,0,0,0,0,0,0,1,0
0301-KOBTQ,0,0,0.007131983596387677,1,-1.5256117444154476,-0.7346604331295205,0,0,1,1,0,1,0,0,1,0,0,0
1751-NCDLI,1,1,0.5823473333093268,1,1.1543130637023018,1.0086081388117984,0,1,0,0,0,0,1,0,0,0,1,0
4367-NUYAO,0,1,-1.3076459586046159,0,-1.3317593154018539,-0.6886213211016153,0,0,1,1,0,1,0,0,1,0,0,1
9878-TNQGW,0,0,-1.2254723372170533,1,0.11363160268195718,-0.9302814276849728,1,1,0,0,0,0,0,0,0,0,1,0
9170-ARBTB,0,1,-0.11612844848495642,1,-0.5784555780946441,-0.5590516472433434,0,0,1,1,0,1,0,0,0,1,0,0
4441-NIHPT,1,0,-0.7735174195854582,1,0.31938725102094717,-0.590846126507319,1,1,0,0,0,0,0,0,0,0,1,0
8999-BOHSE,1,0,-0.855691040973021,0,0.8431289013383756,-0.5434743381799384,1,1,0,0,0,0,1,0,0,0,1,0
7241-AJHFS,0,0,0.007131983596387677,0,0.7734100452896271,0.21495968695531079,0,1,0,0,1,0,0,0,0,0,0,0
7029-RPUAV,1,1,-0.6091701768103328,1,1.2087277806183985,-0.2898466219138742,1,1,0,0,0,0,1,0,0,1,0,0
4546-FOKWR,0,0,-0.6502569875041141,1,0.33469139015359944,-0.5074435369043854,0,1,0,0,0,0,0,0,0,1,0,0
9036-CSKBW,0,0,0.7877813867782336,0,1.4467921671263204,1.5010805726576923,0,1,0,0,1,0,1,1,0,0,0,0
5832-TRLPB,0,0,-0.11612844848495642,1,0.35509690899713536,-0.015610964195656624,0,0,0,0,0,0,1,1,0,0,0,0
8590-YFFQO,0,1,1.5684307899600796,0,0.0014012490425088654,0.9902286792511521,0,0,0,0,1,0,0,0,1,1,0,0
8659-IOOPU,0,1,1.609517600653861,0,1.2087277806183985,2.1536506758577896,0,1,0,0,1,0,0,0,1,0,1,0
1338-CECEE,0,1,0.37691327984041995,0,0.12213390220009773,0.24741609153359517,0,0,0,0,0,0,1,1,0,0,0,0
7439-DKZTW,0,0,-1.2665591479108347,1,0.29660108831233223,-0.9702617166692362,0,1,0,0,0,0,1,0,0,0,1,0
4646-QZXTF,0,1,-1.0200382837481463,0,0.5557511776252412,-0.7498185228271965,0,0,0,0,1,0,1,0,0,0,0,0
4607-CHPCA,0,1,-0.28047569126008187,1,0.8669353399891678,-0.04442677954524172,1,1,0,0,0,0,1,1,0,0,1,0
9742-XOKTS,0,1,1.4451703578787356,0,0.8380275216274913,1.6589056317661013,0,1,0,0,0,0,0,0,0,0,1,0
6921-OZMFH,0,1,-1.102211905135709,1,-0.31318383312867365,-0.8913381550264601,0,0,0,0,0,0,0,0,0,0,1,0
9578-FOMUK,0,0,-0.6913437981978955,1,-1.364068053570786,-0.8627650456254551,0,0,1,1,0,1,0,0,0,0,1,0
4712-UYOOI,0,1,-0.4859097447289887,1,-1.5273122043190754,-0.821505034366861,0,0,1,1,0,1,0,0,0,0,1,0
8824-RWFXJ,0,1,-1.184385526523272,1,-0.29787969399602165,-0.9316052783135907,1,0,0,0,0,0,0,0,0,0,0,1
7722-CVFXN,0,1,0.9110418188595777,1,1.3702714714630597,1.4820833161370246,0,1,0,0,0,0,1,1,0,0,1,0
8717-VCTXJ,0,0,0.4180000905342013,1,-1.5426163434517275,-0.6353937001603145,0,0,1,1,0,1,0,0,0,0,0,1
7363-QTBIW,0,1,-0.9378646623605836,1,0.5047373805164007,-0.6664159332242628,0,1,0,0,0,0,0,0,0,0,1,0
4159-NAAIX,0,0,1.28082311510361,0,1.20634713675332,1.753538887535144,0,1,0,0,0,0,1,0,1,0,0,0
0971-QIFJK,0,0,1.5273439792662982,0,-1.3827731125106941,-0.28130778535928824,0,0,1,1,0,1,0,0,1,0,0,0
9397-TZSHA,0,0,1.5273439792662982,0,-1.370869893185298,-0.2653112569301541,0,0,1,1,0,1,0,0,1,1,0,0
3391-JSQEW,0,1,0.3358264691466386,1,-0.5019348824313833,-0.09742493304424873,0,0,0,0,0,0,0,0,0,0,0,1
0343-QLUZP,0,0,1.1575626830222658,1,-0.8607319220968941,0.06408484364714662,0,0,0,0,1,0,0,0,1,0,0,0
9763-PDTKK,0,0,-1.1432987158294905,1,1.002972132279409,-0.8349421182473336,1,1,0,0,1,0,0,0,0,0,0,0
2176-LVPNX,0,0,1.609517600653861,1,0.9325730922692089,1.7713888068443433,0,0,0,0,1,0,1,0,1,0,0,1
7627-JKIAZ,0,0,0.2125660370652945,1,0.47753002205835265,0.2472837064707335,1,1,0,0,0,0,0,0,0,1,0,0
3312-UUMZW,0,1,0.007131983596387677,1,1.1543130637023018,0.38242679147548714,0,1,0,0,0,0,1,0,0,1,0,0
1271-UODNO,0,0,0.2947396584528572,1,-0.3761008495629102,-0.034674413247755866,0,0,0,0,0,0,0,0,0,1,0,0
8461-EFQYM,0,0,-0.24760624270505674,1,-0.47200678812753016,-0.6022974344448646,0,0,1,1,0,1,0,1,0,0,1,0
6900-RBKER,0,0,0.8288681974720149,1,0.8346266018202355,1.0142786323377122,0,1,0,0,0,0,0,0,1,1,0,0
6891-JPYFF,0,1,0.6645209546968894,1,0.8383676136082167,1.1995073994585135,0,1,0,0,1,0,1,0,0,1,0,0
1459-QNFQT,0,1,1.5684307899600796,0,0.01466483629080739,0.8232249224509921,0,0,0,0,1,0,1,0,0,0,0,0
1047-NNCBF,0,0,-0.4859097447289887,0,0.4210747532579027,-0.3467280705901608,0,1,0,0,0,0,0,0,0,1,0,0
3696-XRIEN,0,0,0.7466945760844522,1,0.5982626752159416,0.8383609479715246,0,1,0,0,1,0,1,1,0,1,0,0
4081-DYXAV,0,0,-0.52699655542277,1,-0.6821836322159526,-0.6114981963137597,1,0,0,0,0,0,1,1,0,1,0,0
0074-HDKDG,0,1,-0.28047569126008187,1,-0.11252956450056809,-0.2948993184797663,0,0,0,0,1,0,0,1,0,0,0,0
8791-GFXLZ,0,0,-0.8146042302792396,1,-0.5393450003111996,-0.7441039009469955,0,1,0,0,0,0,0,0,0,0,0,0
8111-SLLHI,1,1,0.2947396584528572,1,1.385575610595712,0.8850046184531652,1,1,0,0,0,0,1,0,0,0,1,0
0927-LCSMG,0,0,-1.0200382837481463,0,0.33129047034634357,-0.7655061527763198,1,1,0,0,0,0,0,0,0,0,0,1
9330-DHBFL,0,1,-0.3626493126476446,1,0.04561320653683712,-0.328966407989536,0,0,0,0,1,0,0,0,0,0,1,0
0098-BOWSO,0,0,-0.19830206987251914,1,-1.5477177231626116,-0.7720150850336915,0,0,1,1,0,1,0,0,0,0,1,0
3452-ABWRL,1,0,0.6234341440031081,1,0.7189953283735304,0.700018557280944,0,1,0,0,0,0,1,0,0,1,0,0
5859-HZYLF,0,1,-0.2393888805663005,1,-1.5562200226807517,-0.7782151188110525,0,0,1,1,0,1,0,0,0,1,0,0
8257-RZAHR,0,1,-0.7324306088916769,1,-0.007101050475631202,-0.5905592922044518,1,0,0,0,1,0,1,0,0,0,0,0
5293-WXJAK,1,1,-0.855691040973021,1,1.3311608936796153,-0.5055460176700328,1,1,0,0,0,0,1,0,0,0,0,0
3156-QLHBO,0,0,-1.2254723372170533,0,-1.5528191028734957,-0.9844710467497362,0,0,1,1,0,1,0,0,0,0,0,1
2208-NQBCT,0,1,-0.2393888805663005,1,0.5802378002374845,-0.09232810812406937,0,1,0,0,1,0,0,0,0,0,1,0
1779-PWPMG,1,0,1.6506044113476424,1,1.6916583932487543,2.671827876076016,0,1,0,0,1,0,1,0,0,0,0,0
6621-NRZAK,0,1,1.28082311510361,0,-1.5273122043190754,-0.47218498182885943,0,0,1,1,0,1,0,0,1,0,1,0
0831-JNISG,0,1,1.609517600653861,0,-1.5341140439335876,-0.38966495931167106,0,0,1,1,0,1,0,0,1,0,0,1
0774-IFUVM,0,1,-0.855691040973021,1,-0.09688533338719034,-0.6866046553106874,0,0,0,0,1,0,1,0,0,0,0,0
3082-WQRVY,1,1,-0.7324306088916769,0,-1.5392154236444715,-0.9049076239697945,0,0,1,1,0,1,0,0,0,0,0,1
9553-DLCLU,0,0,-0.7735174195854582,0,0.8176220027839554,-0.493145950115311,0,0,0,0,0,0,1,0,1,1,0,0
1641-BYBTK,0,0,-1.0611250944419277,1,-1.4630348199619365,-0.9624068696061029,0,0,1,1,0,1,0,0,0,0,0,1
2460-NGXBJ,1,1,-0.855691040973021,1,0.34999552928625166,-0.6636799752584523,0,1,0,0,0,0,0,0,0,1,0,0
2446-ZKVAF,0,1,-0.8392563166955083,1,-0.2757737152488575,-0.5315817466995201,0,0,0,0,0,0,0,0,0,1,0,0
0841-NULXI,0,0,-1.2665591479108347,1,-0.9984691742907633,-0.9901194760985061,1,0,0,0,0,0,0,0,0,0,1,0
3522-CDKHF,0,1,-0.5105618311452575,1,0.3601982887080196,0.020044746068454578,0,1,0,0,1,0,0,0,0,0,1,0
1430-SFQSA,0,0,-0.11612844848495642,0,-0.9967687143871351,-0.532486377962409,0,0,0,0,1,0,0,1,0,0,0,1
0411-EZJZE,0,0,-1.184385526523272,1,-0.15844198189852451,-0.93056826198784,0,0,0,0,0,0,1,0,0,0,1,0
7851-WZEKY,0,0,-1.2254723372170533,1,1.0284790308338292,-0.9189183764560017,1,1,0,0,0,0,1,0,0,0,1,0
8844-TONUD,0,1,0.031784070012656554,1,1.0794928279426694,-0.4926605382181511,1,1,0,0,0,0,1,0,0,0,1,0
8807-ARQET,0,0,0.37691327984041995,1,-0.8352250235424739,-0.26539951363872866,0,0,0,0,0,0,0,0,0,0,1,0
8992-CEUEN,0,0,-1.2665591479108347,0,-1.5664227821025196,-0.9974889112644797,0,0,1,1,0,1,0,0,0,0,1,0
4320-QMLLA,0,0,-0.9953861973318777,1,-0.3420916514903499,-0.8423556817675943,0,0,0,0,0,0,1,0,0,0,0,1
8777-PVYGU,0,1,0.8288681974720149,1,-0.020704729704655502,0.49923454527388145,0,0,0,0,1,0,1,1,0,0,0,1
8292-ITGYJ,0,1,0.5412605226155454,1,-1.3691694332816702,-0.5032734074242387,0,0,1,1,0,1,0,0,1,0,0,0
6870-ZWMNX,0,1,1.5684307899600796,0,0.3806038075515556,1.3172197845197968,0,0,0,0,0,0,1,0,1,1,0,0
0621-CXBKL,0,0,0.8699550081657963,0,-1.5715241618134037,-0.5620082469805904,0,0,1,1,0,1,0,0,1,0,1,0
5268-DSMNQ,1,1,1.2397363044098286,1,1.1237047854369977,1.6138947103930894,0,1,0,0,0,0,1,1,0,1,0,0
5334-JLAXU,0,0,1.1575626830222658,1,0.9927693728576404,1.4106174463687962,0,1,0,0,1,0,0,0,0,0,1,0
4086-YQSNZ,1,1,-1.184385526523272,1,0.5268433592635652,-0.9069375282670088,1,1,0,0,0,0,1,0,0,0,1,0
6242-MBHPK,1,1,-0.3626493126476446,1,1.0267785709302006,0.020640478851332838,0,1,0,0,1,0,1,0,0,0,1,0
5868-CZJDR,0,0,-1.2665591479108347,1,-1.1413078061955162,-0.9919728669785715,1,0,0,0,0,0,0,0,0,0,0,1
9359-UGBTK,0,0,1.4451703578787356,1,0.2530693147794546,1.1968596982012774,0,0,0,0,0,0,0,1,0,0,1,0
0135-NMXAP,0,0,-0.4612576583127198,1,0.8448293612420035,-0.5414003055284369,1,1,0,0,0,0,1,0,0,0,0,0
4782-OSFXZ,1,1,1.609517600653861,1,0.6050645148304536,1.567405489151454,0,0,0,0,1,0,0,0,1,0,0,0
6479-OAUSD,0,0,-0.28047569126008187,0,-1.5307131241263314,-0.7803994723482722,0,0,1,1,0,1,0,1,0,1,0,0
7129-ACFOG,0,0,-1.102211905135709,1,-0.37780130946653834,-0.8805046440489362,0,0,0,0,1,0,0,0,0,0,1,0
5562-BETPV,0,1,-1.2665591479108347,0,-1.5392154236444715,-0.9971358844301815,0,0,1,1,0,1,0,1,0,0,1,0
1282-IHQAC,1,0,1.5684307899600796,1,-0.709390990674001,0.32318447584483184,0,0,0,0,0,0,1,1,0,1,0,0
9127-FHJBZ,0,1,1.6506044113476424,1,1.66955241450159,2.565566798952278,0,1,0,0,1,0,1,0,1,0,1,0
6270-OMFIW,0,1,1.1575626830222658,1,1.002972132279409,1.469903890353739,1,1,0,0,0,0,1,1,0,0,1,0
1641-RQDAY,1,1,0.007131983596387677,1,0.8240837504177422,0.41408888567660085,0,1,0,0,0,0,1,0,0,0,1,0
0107-WESLM,0,0,-1.2665591479108347,1,-1.5324135840299593,-0.997047627721607,1,0,1,1,0,1,0,0,0,0,1,0
6994-ORCWG,0,0,-0.7324306088916769,1,-0.3624971703338861,-0.6646066706984849,0,1,0,0,0,0,0,1,0,0,0,1
1346-UFHAX,0,0,-0.7735174195854582,1,-0.29855987795747296,-0.5515718911916518,0,1,0,0,1,0,0,0,0,1,0,0
3992-YWPKO,0,0,-1.0611250944419277,1,1.530114702404093,-0.7103898382715239,1,1,0,0,0,0,1,0,0,1,0,0
2933-XEUJM,0,0,0.5823473333093268,0,0.48603232157649273,0.5800776903281538,0,0,0,0,1,0,1,0,0,0,0,1
0125-LZQXK,0,0,-0.6913437981978955,1,1.2393360588837024,-0.32007454460065177,1,1,0,0,0,0,1,0,0,0,1,0
5461-QKNTN,0,0,0.4590869012279827,1,0.9995712124721526,0.7386529314594459,0,1,0,0,0,0,1,0,0,0,1,0
4835-YSJMR,0,0,0.2947396584528572,1,-0.5138381017567795,-0.135971050514176,0,0,0,0,0,0,0,0,1,0,0,0
8399-YNDCH,1,0,-0.44482293403520734,1,-0.16524382151303665,-0.46031445452558467,1,1,0,0,0,0,1,0,0,0,1,0
3164-YAXFY,0,0,1.0343022509409217,1,-0.3795017693701663,0.40453509697340756,0,0,0,0,1,0,1,0,0,0,1,0
0887-WBJVH,0,1,0.8699550081657963,1,0.9706633941104765,1.1442145715365684,0,1,0,0,0,0,1,1,0,0,1,0
4660-IRIBM,0,1,-0.5680833661165514,1,0.7819123448077672,-0.34366114996719577,0,1,0,0,1,0,1,0,0,0,0,1
5673-FSSMF,0,0,-1.250124423633322,1,-0.16184290170578058,-0.9792639009438386,1,0,0,0,0,0,0,0,0,0,1,0
7670-ZBPOQ,0,0,1.075389061634703,1,-0.13123462344047637,0.5293080187206536,0,0,0,0,1,0,0,1,0,0,0,0
8089-UZWLX,1,0,1.609517600653861,0,1.3311608936796153,2.2656705032160156,0,1,0,0,0,0,1,0,0,0,1,0
0080-OROZO,0,0,0.13039241567773177,1,1.167916742931326,0.552806367378623,0,1,0,0,0,0,1,1,0,0,1,0
3916-NRPAP,0,0,-1.184385526523272,0,0.7070921090481345,-0.8925075564150727,0,1,0,0,0,0,0,0,0,1,0,0
6807-SIWJI,0,0,0.2536528477590759,1,1.3583682521376634,0.7095723459841372,0,1,0,0,1,0,1,1,0,0,1,0
8221-HVAYI,0,1,0.13039241567773177,1,0.1442398809472621,0.09305510823673711,0,1,0,0,1,0,0,0,1,0,1,0
1579-KLYDT,0,0,-1.0200382837481463,1,0.8686357998927957,-0.7439273875298464,1,1,0,0,0,0,1,0,0,0,1,0
5232-NXPAY,0,0,0.6234341440031081,0,-0.2148972506989742,0.5432305144982863,0,0,0,0,0,0,1,0,1,0,0,1
8967-SZQAS,0,0,-0.7324306088916769,1,-0.4556823730527011,-0.668026618155748,0,0,0,0,0,0,0,0,0,0,1,0
4468-KAZHE,1,1,-0.4859097447289887,1,-0.16694428141666456,-0.45007667633093895,0,0,0,0,0,0,0,0,0,0,1,0
0455-ENTCR,0,1,1.4040835471849542,1,0.6917879699154823,1.4381756036211943,0,0,0,0,1,0,1,0,1,0,1,0
8944-AILEF,0,1,-0.6913437981978955,1,-1.5460172632589835,-0.8553956104594816,0,0,1,1,0,1,0,0,0,1,0,0
5542-NKVRU,0,0,-0.5680833661165514,1,-1.5018053057646552,-0.6331652182688076,0,0,1,1,0,1,0,0,1,0,0,0
7126-RBHSD,0,1,-0.6091701768103328,0,0.4758295621547247,-0.4105376708895481,0,1,0,0,1,0,0,0,0,0,1,0
5370-IIVVL,0,0,0.7138251275294273,1,1.3464650328122674,0.6613621189252986,0,1,0,0,0,0,1,1,0,1,0,0
6789-HJBWG,0,0,-0.7159958846141642,1,-0.6832039081581297,-0.7358960270495639,0,0,0,0,0,0,0,0,0,0,1,0
3927-NLNRY,0,1,0.8699550081657963,1,0.9978707525685246,1.1423391164793595,1,1,0,0,0,0,1,0,0,0,0,0
9087-EYCPR,0,0,1.1575626830222658,0,-1.3572662139562741,-0.34165330984712516,0,0,1,1,0,1,0,0,1,0,0,1
6791-YBNAK,0,1,-0.6009528146715766,0,-1.1103594359494864,-0.7993526005146532,0,0,0,0,0,0,0,0,0,1,0,0
6358-LYNGM,0,0,-1.2665591479108347,1,0.33979276986448365,-0.9727549686864668,1,1,0,0,0,0,0,0,0,0,1,0
6077-BDPXA,0,0,-1.184385526523272,1,0.17824907901982237,-0.9201098420217579,0,1,0,0,0,0,0,0,0,0,1,0
0013-MHZWF,0,0,-0.9378646623605836,1,0.15274218046540217,-0.7536356254730451,0,0,0,0,0,0,1,0,0,1,0,0
5494-HECPR,0,0,-1.2665591479108347,1,0.5217419795526809,-0.9703941017320981,1,1,0,0,0,0,1,0,0,0,1,0
8268-YDIXR,0,1,0.9932154402471404,1,0.9604606346887086,1.3126745640282083,0,1,0,0,1,0,0,1,0,0,1,0
9824-BEMCV,0,1,-0.6091701768103328,1,0.13913850123637786,-0.4984854809840702,1,1,0,0,0,0,0,0,0,0,1,0
1373-ORVIZ,0,0,-0.855691040973021,1,0.049014126344092954,-0.6789042574875593,1,0,0,0,0,0,0,0,0,0,1,0
6980-IMXXE,0,1,1.5273439792662982,0,-1.5205103647045632,-0.38242790920855935,0,0,1,1,0,1,0,0,1,0,0,0
9866-QEVEE,0,0,-0.52699655542277,1,0.7172948684699024,-0.3295621407724141,1,1,0,0,0,0,0,0,0,0,0,0
9897-KXHCM,0,1,-1.184385526523272,1,-0.35263450289284365,-0.8954641561523196,1,1,0,0,0,0,0,0,0,0,1,0
0040-HALCW,0,1,0.9110418188595777,0,-1.5137085250900513,-0.5245432741907011,0,0,1,1,0,1,0,0,1,1,0,0
0784-GTUUK,0,1,1.2397363044098286,1,-1.3997777115469743,-0.3673580762194579,0,0,1,1,0,1,0,1,0,1,0,0
7979-CORPM,0,0,-0.3215625019538632,1,0.8720367197000516,0.001444644736371914,1,1,0,0,0,0,1,0,0,1,0,0
2294-DMMUS,0,1,1.2397363044098286,1,0.18845183844159036,0.8919107058991222,0,0,0,0,0,0,1,0,0,0,1,0
0872-JCPIB,0,0,-0.6091701768103328,0,0.028608607500556986,-0.5154528332075242,0,0,0,0,1,0,0,0,0,0,0,0
3055-MJDSB,0,0,-0.9378646623605836,1,-1.2576192636036725,-0.9219191045475359,0,1,0,0,0,0,0,0,0,0,1,0
